algoritmo,n,tipo,dominio,muestra,repeticion,tiempo_ms,memoria_pico_kb,memoria_algoritmo_kb,estado
mergesort,100000,aleatorio,D1,c,2,2.194405,9776,390,ok
mergesort,100000,aleatorio,D1,c,3,2.205145,9788,390,ok
quicksort,100000,aleatorio,D1,c,1,1.067990,9300,0,ok
quicksort,100000,aleatorio,D1,c,2,1.085775,9328,0,ok
quicksort,100000,aleatorio,D1,c,3,1.065820,9340,0,ok
patiencesort,100000,aleatorio,D1,c,1,2.301745,10032,672,ok
patiencesort,100000,aleatorio,D1,c,2,2.399725,10208,672,ok
patiencesort,100000,aleatorio,D1,c,3,2.347745,10252,672,ok
sort,100000,aleatorio,D7,a,1,4.843595,10764,0,ok
sort,100000,aleatorio,D7,a,2,4.865210,10768,0,ok
sort,100000,aleatorio,D7,a,3,4.909110,10768,0,ok
mergesort,100000,aleatorio,D7,a,1,5.699050,11112,390,ok
mergesort,100000,aleatorio,D7,a,2,5.560135,11116,390,ok
mergesort,100000,aleatorio,D7,a,3,5.558880,11116,390,ok
quicksort,100000,aleatorio,D7,a,1,6.358790,10732,0,ok
quicksort,100000,aleatorio,D7,a,2,6.436430,10744,0,ok
quicksort,100000,aleatorio,D7,a,3,7.190980,10744,0,ok
patiencesort,100000,aleatorio,D7,a,1,10.691655,11176,547,ok
patiencesort,100000,aleatorio,D7,a,2,10.300280,11176,547,ok
patiencesort,100000,aleatorio,D7,a,3,9.707910,11180,547,ok
sort,100000,aleatorio,D7,b,1,5.322260,10732,0,ok
sort,100000,aleatorio,D7,b,2,5.243665,10736,0,ok
sort,100000,aleatorio,D7,b,3,5.051670,10736,0,ok
mergesort,100000,aleatorio,D7,b,1,5.621345,11120,390,ok
mergesort,100000,aleatorio,D7,b,2,5.620295,11124,390,ok
mergesort,100000,aleatorio,D7,b,3,5.427920,11124,390,ok
quicksort,100000,aleatorio,D7,b,1,6.205425,10736,0,ok
quicksort,100000,aleatorio,D7,b,2,6.303460,10740,0,ok
quicksort,100000,aleatorio,D7,b,3,6.375685,10740,0,ok
patiencesort,100000,aleatorio,D7,b,1,9.859480,11196,556,ok
patiencesort,100000,aleatorio,D7,b,2,9.960240,11244,556,ok
patiencesort,100000,aleatorio,D7,b,3,10.135625,11244,556,ok
sort,100000,aleatorio,D7,c,1,5.203190,10728,0,ok
sort,100000,aleatorio,D7,c,2,5.055755,10732,0,ok
sort,100000,aleatorio,D7,c,3,4.954440,10732,0,ok
mergesort,100000,aleatorio,D7,c,1,5.376400,11124,390,ok
mergesort,100000,aleatorio,D7,c,2,5.308215,11128,390,ok
mergesort,100000,aleatorio,D7,c,3,5.218975,11128,390,ok
quicksort,100000,aleatorio,D7,c,1,6.016345,10760,0,ok
quicksort,100000,aleatorio,D7,c,2,5.905085,10764,0,ok
quicksort,100000,aleatorio,D7,c,3,6.113535,10764,0,ok
patiencesort,100000,aleatorio,D7,c,1,9.277260,11128,556,ok
patiencesort,100000,aleatorio,D7,c,2,9.905435,11248,556,ok
patiencesort,100000,aleatorio,D7,c,3,9.953965,11260,556,ok
sort,100000,ascendente,D1,a,1,0.487705,9300,0,ok
sort,100000,ascendente,D1,a,2,0.484855,9328,0,ok
sort,100000,ascendente,D1,a,3,0.479240,9340,0,ok
mergesort,100000,ascendente,D1,a,1,0.100760,9696,390,ok
mergesort,100000,ascendente,D1,a,2,0.100590,9724,390,ok
mergesort,100000,ascendente,D1,a,3,0.086040,9736,390,ok
quicksort,100000,ascendente,D1,a,1,0.277315,9308,0,ok
quicksort,100000,ascendente,D1,a,2,0.285040,9332,0,ok
quicksort,100000,ascendente,D1,a,3,0.289235,9348,0,ok
patiencesort,100000,ascendente,D1,a,1,1.210415,9956,672,ok
patiencesort,100000,ascendente,D1,a,2,1.226245,9956,672,ok
patiencesort,100000,ascendente,D1,a,3,1.233315,9956,672,ok
sort,100000,ascendente,D1,b,1,0.505095,9300,0,ok
sort,100000,ascendente,D1,b,2,0.511490,9328,0,ok
sort,100000,ascendente,D1,b,3,0.519210,9340,0,ok
mergesort,100000,ascendente,D1,b,1,0.103825,9696,390,ok
mergesort,100000,ascendente,D1,b,2,0.088480,9724,390,ok
mergesort,100000,ascendente,D1,b,3,0.088870,9736,390,ok
quicksort,100000,ascendente,D1,b,1,0.292730,9300,0,ok
quicksort,100000,ascendente,D1,b,2,0.291980,9324,0,ok
quicksort,100000,ascendente,D1,b,3,0.317910,9340,0,ok
patiencesort,100000,ascendente,D1,b,1,1.257355,9956,672,ok
patiencesort,100000,ascendente,D1,b,2,1.257415,9956,672,ok
patiencesort,100000,ascendente,D1,b,3,1.207500,9956,672,ok
sort,100000,ascendente,D1,c,1,0.500090,9308,0,ok
sort,100000,ascendente,D1,c,2,0.502995,9332,0,ok
sort,100000,ascendente,D1,c,3,0.489985,9348,0,ok
mergesort,100000,ascendente,D1,c,1,0.093325,9728,390,ok
mergesort,100000,ascendente,D1,c,2,0.085400,9752,390,ok
mergesort,100000,ascendente,D1,c,3,0.084700,9764,390,ok
quicksort,100000,ascendente,D1,c,1,0.284580,9332,0,ok
quicksort,100000,ascendente,D1,c,2,0.286290,9356,0,ok
quicksort,100000,ascendente,D1,c,3,0.289920,9368,0,ok
patiencesort,100000,ascendente,D1,c,1,1.182630,9956,672,ok
patiencesort,100000,ascendente,D1,c,2,1.166815,9956,672,ok
patiencesort,100000,ascendente,D1,c,3,1.163575,9956,672,ok
sort,100000,ascendente,D7,a,1,0.600050,10728,0,ok
sort,100000,ascendente,D7,a,2,0.597455,10732,0,ok
sort,100000,ascendente,D7,a,3,0.596225,10732,0,ok
mergesort,100000,ascendente,D7,a,1,0.092720,11124,390,ok
mergesort,100000,ascendente,D7,a,2,0.087115,11128,390,ok
mergesort,100000,ascendente,D7,a,3,0.084775,11128,390,ok
quicksort,100000,ascendente,D7,a,1,3.703735,10728,0,ok
quicksort,100000,ascendente,D7,a,2,3.428060,10732,0,ok
quicksort,100000,ascendente,D7,a,3,3.461005,10732,0,ok
patiencesort,100000,ascendente,D7,a,1,13.966660,22360,7046,ok
patiencesort,100000,ascendente,D7,a,2,14.364380,22400,7046,ok
patiencesort,100000,ascendente,D7,a,3,15.362490,22512,7046,ok
sort,100000,ascendente,D7,b,1,0.802625,10756,0,ok
sort,100000,ascendente,D7,b,2,0.687700,10760,0,ok
sort,100000,ascendente,D7,b,3,0.741450,10760,0,ok
mergesort,100000,ascendente,D7,b,1,0.101520,11124,390,ok
mergesort,100000,ascendente,D7,b,2,0.095420,11128,390,ok
mergesort,100000,ascendente,D7,b,3,0.095320,11128,390,ok
quicksort,100000,ascendente,D7,b,1,3.831950,10724,0,ok
quicksort,100000,ascendente,D7,b,2,3.755915,10736,0,ok
quicksort,100000,ascendente,D7,b,3,3.545120,10736,0,ok
patiencesort,100000,ascendente,D7,b,1,13.823425,22356,7046,ok
patiencesort,100000,ascendente,D7,b,2,13.452105,22408,7046,ok
patiencesort,100000,ascendente,D7,b,3,12.888140,22512,7046,ok
sort,100000,ascendente,D7,c,1,0.583760,10764,0,ok
sort,100000,ascendente,D7,c,2,0.586850,10768,0,ok
sort,100000,ascendente,D7,c,3,0.586000,10768,0,ok
mergesort,100000,ascendente,D7,c,1,0.088330,11148,390,ok
mergesort,100000,ascendente,D7,c,2,0.085290,11152,390,ok
mergesort,100000,ascendente,D7,c,3,0.083065,11152,390,ok
quicksort,100000,ascendente,D7,c,1,3.476445,10724,0,ok
quicksort,100000,ascendente,D7,c,2,3.506520,10728,0,ok
quicksort,100000,ascendente,D7,c,3,3.424505,10728,0,ok
patiencesort,100000,ascendente,D7,c,1,13.086020,22004,7046,ok
patiencesort,100000,ascendente,D7,c,2,13.048615,22504,7046,ok
patiencesort,100000,ascendente,D7,c,3,13.046790,22552,7046,ok
sort,100000,descendente,D1,a,1,0.477940,9296,0,ok
sort,100000,descendente,D1,a,2,0.508825,9324,0,ok
sort,100000,descendente,D1,a,3,0.484470,9336,0,ok
mergesort,100000,descendente,D1,a,1,0.308010,9700,390,ok
mergesort,100000,descendente,D1,a,2,0.329585,9724,390,ok
mergesort,100000,descendente,D1,a,3,0.317690,9736,390,ok
quicksort,100000,descendente,D1,a,1,0.211055,9304,0,ok
quicksort,100000,descendente,D1,a,2,0.221560,9332,0,ok
quicksort,100000,descendente,D1,a,3,0.225360,9344,0,ok
patiencesort,100000,descendente,D1,a,1,0.351510,10444,768,ok
patiencesort,100000,descendente,D1,a,2,0.617885,10476,768,ok
patiencesort,100000,descendente,D1,a,3,0.627815,10624,768,ok
sort,100000,descendente,D1,b,1,0.497555,9300,0,ok
sort,100000,descendente,D1,b,2,0.508500,9324,0,ok
sort,100000,descendente,D1,b,3,0.515220,9336,0,ok
mergesort,100000,descendente,D1,b,1,0.318095,9692,390,ok
mergesort,100000,descendente,D1,b,2,0.310525,9720,390,ok
mergesort,100000,descendente,D1,b,3,0.313130,9732,390,ok
quicksort,100000,descendente,D1,b,1,0.224100,9336,0,ok
quicksort,100000,descendente,D1,b,2,0.235625,9364,0,ok
quicksort,100000,descendente,D1,b,3,0.239385,9376,0,ok
patiencesort,100000,descendente,D1,b,1,0.359250,10440,768,ok
patiencesort,100000,descendente,D1,b,2,0.626490,10472,768,ok
patiencesort,100000,descendente,D1,b,3,0.619700,10620,768,ok
sort,100000,descendente,D1,c,1,0.498030,9308,0,ok
sort,100000,descendente,D1,c,2,0.499390,9332,0,ok
sort,100000,descendente,D1,c,3,0.498935,9344,0,ok
mergesort,100000,descendente,D1,c,1,0.332500,9724,390,ok
mergesort,100000,descendente,D1,c,2,0.321330,9752,390,ok
mergesort,100000,descendente,D1,c,3,0.325415,9764,390,ok
quicksort,100000,descendente,D1,c,1,0.223925,9308,0,ok
quicksort,100000,descendente,D1,c,2,0.237185,9332,0,ok
quicksort,100000,descendente,D1,c,3,0.240080,9348,0,ok
patiencesort,100000,descendente,D1,c,1,0.358380,10444,768,ok
patiencesort,100000,descendente,D1,c,2,0.617085,10472,768,ok
patiencesort,100000,descendente,D1,c,3,0.635535,10624,768,ok
sort,100000,descendente,D7,a,1,0.451570,10728,0,ok
sort,100000,descendente,D7,a,2,0.447215,10732,0,ok
sort,100000,descendente,D7,a,3,0.425440,10732,0,ok
mergesort,100000,descendente,D7,a,1,1.009230,11124,390,ok
mergesort,100000,descendente,D7,a,2,1.027050,11128,390,ok
mergesort,100000,descendente,D7,a,3,1.078050,11128,390,ok
quicksort,100000,descendente,D7,a,1,3.457395,10756,0,ok
quicksort,100000,descendente,D7,a,2,3.418015,10760,0,ok
quicksort,100000,descendente,D7,a,3,3.378895,10760,0,ok
patiencesort,100000,descendente,D7,a,1,0.353240,12028,768,ok
patiencesort,100000,descendente,D7,a,2,0.588925,12028,768,ok
patiencesort,100000,descendente,D7,a,3,0.574080,12056,768,ok
sort,100000,descendente,D7,b,1,0.417420,10736,0,ok
sort,100000,descendente,D7,b,2,0.447580,10740,0,ok
sort,100000,descendente,D7,b,3,0.429955,10740,0,ok
mergesort,100000,descendente,D7,b,1,1.003115,11124,390,ok
mergesort,100000,descendente,D7,b,2,1.013670,11128,390,ok
mergesort,100000,descendente,D7,b,3,1.036120,11128,390,ok
quicksort,100000,descendente,D7,b,1,3.199330,10728,0,ok
quicksort,100000,descendente,D7,b,2,3.225260,10736,0,ok
quicksort,100000,descendente,D7,b,3,3.184415,10736,0,ok
patiencesort,100000,descendente,D7,b,1,0.376195,12020,768,ok
patiencesort,100000,descendente,D7,b,2,0.615225,12020,768,ok
patiencesort,100000,descendente,D7,b,3,0.612800,12052,768,ok
sort,100000,descendente,D7,c,1,0.419560,10732,0,ok
sort,100000,descendente,D7,c,2,0.422155,10744,0,ok
sort,100000,descendente,D7,c,3,0.418540,10744,0,ok
mergesort,100000,descendente,D7,c,1,1.033915,11128,390,ok
mergesort,100000,descendente,D7,c,2,1.060100,11132,390,ok
mergesort,100000,descendente,D7,c,3,1.038080,11132,390,ok
quicksort,100000,descendente,D7,c,1,3.299035,10760,0,ok
quicksort,100000,descendente,D7,c,2,3.227335,10772,0,ok
quicksort,100000,descendente,D7,c,3,3.197550,10772,0,ok
patiencesort,100000,descendente,D7,c,1,0.354390,12024,768,ok
patiencesort,100000,descendente,D7,c,2,0.601485,12024,768,ok
patiencesort,100000,descendente,D7,c,3,0.572710,12056,768,ok
sort,1000000,aleatorio,D1,a,1,15.822850,14668,0,ok
sort,1000000,aleatorio,D1,a,2,16.073600,14668,0,ok
sort,1000000,aleatorio,D1,a,3,15.611800,14668,0,ok
mergesort,1000000,aleatorio,D1,a,1,25.094050,18652,3906,ok
mergesort,1000000,aleatorio,D1,a,2,24.944550,18652,3906,ok
mergesort,1000000,aleatorio,D1,a,3,24.734500,18652,3906,ok
quicksort,1000000,aleatorio,D1,a,1,10.285900,14704,0,ok
quicksort,1000000,aleatorio,D1,a,2,10.892350,14704,0,ok
quicksort,1000000,aleatorio,D1,a,3,11.853650,14704,0,ok
patiencesort,1000000,aleatorio,D1,a,1,24.464700,19168,5376,ok
patiencesort,1000000,aleatorio,D1,a,2,24.441500,19956,5376,ok
patiencesort,1000000,aleatorio,D1,a,3,24.962950,19956,5376,ok
sort,1000000,aleatorio,D1,b,1,17.367250,14700,0,ok
sort,1000000,aleatorio,D1,b,2,17.246050,14700,0,ok
sort,1000000,aleatorio,D1,b,3,17.069350,14700,0,ok
mergesort,1000000,aleatorio,D1,b,1,24.878900,16676,3906,ok
mergesort,1000000,aleatorio,D1,b,2,25.299600,17164,3906,ok
mergesort,1000000,aleatorio,D1,b,3,24.835300,17164,3906,ok
quicksort,1000000,aleatorio,D1,b,1,10.078650,12708,0,ok
quicksort,1000000,aleatorio,D1,b,2,11.662350,13208,0,ok
quicksort,1000000,aleatorio,D1,b,3,10.630050,13208,0,ok
patiencesort,1000000,aleatorio,D1,b,1,22.081900,20212,5376,ok
patiencesort,1000000,aleatorio,D1,b,2,22.516300,20212,5376,ok
patiencesort,1000000,aleatorio,D1,b,3,21.962900,20212,5376,ok
sort,1000000,aleatorio,D1,c,1,16.779550,12752,0,ok
sort,1000000,aleatorio,D1,c,2,16.286100,13232,0,ok
sort,1000000,aleatorio,D1,c,3,16.280650,13268,0,ok
mergesort,1000000,aleatorio,D1,c,1,24.886300,16640,3906,ok
mergesort,1000000,aleatorio,D1,c,2,24.655100,17164,3906,ok
mergesort,1000000,aleatorio,D1,c,3,24.199000,17164,3906,ok
quicksort,1000000,aleatorio,D1,c,1,11.254250,14732,0,ok
quicksort,1000000,aleatorio,D1,c,2,10.334700,14732,0,ok
quicksort,1000000,aleatorio,D1,c,3,11.250300,14732,0,ok
patiencesort,1000000,aleatorio,D1,c,1,23.007250,19140,5376,ok
patiencesort,1000000,aleatorio,D1,c,2,22.289850,19664,5376,ok
patiencesort,1000000,aleatorio,D1,c,3,22.211800,19980,5376,ok
sort,1000000,aleatorio,D7,a,1,54.817850,33320,0,ok
sort,1000000,aleatorio,D7,a,2,56.667800,33320,0,ok
sort,1000000,aleatorio,D7,a,3,58.284450,33320,0,ok
mergesort,1000000,aleatorio,D7,a,1,71.142550,33276,3906,ok
mergesort,1000000,aleatorio,D7,a,2,71.502150,33276,3906,ok
mergesort,1000000,aleatorio,D7,a,3,70.557550,33276,3906,ok
quicksort,1000000,aleatorio,D7,a,1,76.648200,33324,0,ok
quicksort,1000000,aleatorio,D7,a,2,78.068200,33324,0,ok
quicksort,1000000,aleatorio,D7,a,3,77.956450,33324,0,ok
patiencesort,1000000,aleatorio,D7,a,1,125.767200,33780,5879,ok
patiencesort,1000000,aleatorio,D7,a,2,127.313850,33780,5879,ok
patiencesort,1000000,aleatorio,D7,a,3,126.493000,33780,5879,ok
sort,1000000,aleatorio,D7,b,1,67.550000,33296,0,ok
sort,1000000,aleatorio,D7,b,2,63.103400,33296,0,ok
sort,1000000,aleatorio,D7,b,3,62.831850,33296,0,ok
mergesort,1000000,aleatorio,D7,b,1,69.423250,33248,3906,ok
mergesort,1000000,aleatorio,D7,b,2,68.594650,33248,3906,ok
mergesort,1000000,aleatorio,D7,b,3,69.189500,33248,3906,ok
quicksort,1000000,aleatorio,D7,b,1,75.797050,33296,0,ok
quicksort,1000000,aleatorio,D7,b,2,76.205400,33296,0,ok
quicksort,1000000,aleatorio,D7,b,3,74.832150,33296,0,ok
patiencesort,1000000,aleatorio,D7,b,1,120.920750,33748,5940,ok
patiencesort,1000000,aleatorio,D7,b,2,121.048800,33748,5940,ok
patiencesort,1000000,aleatorio,D7,b,3,121.417850,33748,5940,ok
sort,1000000,aleatorio,D7,c,1,63.148300,33776,0,ok
sort,1000000,aleatorio,D7,c,2,60.400200,33776,0,ok
sort,1000000,aleatorio,D7,c,3,59.725400,33776,0,ok
mergesort,1000000,aleatorio,D7,c,1,70.624150,33772,3906,ok
mergesort,1000000,aleatorio,D7,c,2,70.188550,33772,3906,ok
mergesort,1000000,aleatorio,D7,c,3,69.074600,33772,3906,ok
quicksort,1000000,aleatorio,D7,c,1,74.917450,33232,0,ok
quicksort,1000000,aleatorio,D7,c,2,74.887200,33232,0,ok
quicksort,1000000,aleatorio,D7,c,3,75.632650,33232,0,ok
patiencesort,1000000,aleatorio,D7,c,1,116.809000,33760,5914,ok
patiencesort,1000000,aleatorio,D7,c,2,117.865750,33760,5914,ok
patiencesort,1000000,aleatorio,D7,c,3,121.365200,33760,5914,ok
sort,1000000,ascendente,D1,a,1,5.631350,14708,0,ok
sort,1000000,ascendente,D1,a,2,6.043400,14708,0,ok
sort,1000000,ascendente,D1,a,3,5.926550,14708,0,ok
mergesort,1000000,ascendente,D1,a,1,1.864500,16632,3906,ok
mergesort,1000000,ascendente,D1,a,2,1.881100,17156,3906,ok
mergesort,1000000,ascendente,D1,a,3,1.905250,17156,3906,ok
quicksort,1000000,ascendente,D1,a,1,2.765700,12748,0,ok
quicksort,1000000,ascendente,D1,a,2,2.916000,13208,0,ok
quicksort,1000000,ascendente,D1,a,3,2.307350,13220,0,ok
patiencesort,1000000,ascendente,D1,a,1,11.324700,19064,5376,ok
patiencesort,1000000,ascendente,D1,a,2,11.373200,19064,5376,ok
patiencesort,1000000,ascendente,D1,a,3,11.711600,19064,5376,ok
sort,1000000,ascendente,D1,b,1,5.959350,14672,0,ok
sort,1000000,ascendente,D1,b,2,6.186550,14672,0,ok
sort,1000000,ascendente,D1,b,3,6.233550,14672,0,ok
mergesort,1000000,ascendente,D1,b,1,2.064600,16668,3906,ok
mergesort,1000000,ascendente,D1,b,2,2.033850,17160,3906,ok
mergesort,1000000,ascendente,D1,b,3,2.068350,17160,3906,ok
quicksort,1000000,ascendente,D1,b,1,2.959100,12728,0,ok
quicksort,1000000,ascendente,D1,b,2,3.223700,13200,0,ok
quicksort,1000000,ascendente,D1,b,3,2.468250,13216,0,ok
patiencesort,1000000,ascendente,D1,b,1,11.802300,19072,5376,ok
patiencesort,1000000,ascendente,D1,b,2,11.913800,19072,5376,ok
patiencesort,1000000,ascendente,D1,b,3,11.968300,19072,5376,ok
sort,1000000,ascendente,D1,c,1,5.856900,12792,0,ok
sort,1000000,ascendente,D1,c,2,5.904850,13288,0,ok
sort,1000000,ascendente,D1,c,3,5.844000,13288,0,ok
mergesort,1000000,ascendente,D1,c,1,2.112850,18648,3906,ok
mergesort,1000000,ascendente,D1,c,2,2.072700,18648,3906,ok
mergesort,1000000,ascendente,D1,c,3,2.036450,18648,3906,ok
quicksort,1000000,ascendente,D1,c,1,2.962850,12740,0,ok
quicksort,1000000,ascendente,D1,c,2,3.294900,13244,0,ok
quicksort,1000000,ascendente,D1,c,3,2.380250,13244,0,ok
patiencesort,1000000,ascendente,D1,c,1,11.954150,19076,5376,ok
patiencesort,1000000,ascendente,D1,c,2,11.836250,19076,5376,ok
patiencesort,1000000,ascendente,D1,c,3,11.962800,19076,5376,ok
sort,1000000,ascendente,D7,a,1,7.519200,33748,0,ok
sort,1000000,ascendente,D7,a,2,8.397350,33748,0,ok
sort,1000000,ascendente,D7,a,3,7.607200,33748,0,ok
mergesort,1000000,ascendente,D7,a,1,2.193150,33296,3906,ok
mergesort,1000000,ascendente,D7,a,2,2.163800,33296,3906,ok
mergesort,1000000,ascendente,D7,a,3,2.193850,33296,3906,ok
quicksort,1000000,ascendente,D7,a,1,44.194550,33280,0,ok
quicksort,1000000,ascendente,D7,a,2,43.694050,33280,0,ok
quicksort,1000000,ascendente,D7,a,3,43.355100,33280,0,ok
patiencesort,1000000,ascendente,D7,a,1,164.376000,110972,57160,ok
patiencesort,1000000,ascendente,D7,a,2,165.009450,111080,57160,ok
patiencesort,1000000,ascendente,D7,a,3,172.027150,111248,57160,ok
sort,1000000,ascendente,D7,b,1,8.198700,33776,0,ok
sort,1000000,ascendente,D7,b,2,7.956450,33776,0,ok
sort,1000000,ascendente,D7,b,3,7.736050,33776,0,ok
mergesort,1000000,ascendente,D7,b,1,2.242100,33284,3906,ok
mergesort,1000000,ascendente,D7,b,2,2.182450,33284,3906,ok
mergesort,1000000,ascendente,D7,b,3,2.229350,33284,3906,ok
quicksort,1000000,ascendente,D7,b,1,44.921150,33272,0,ok
quicksort,1000000,ascendente,D7,b,2,45.030350,33272,0,ok
quicksort,1000000,ascendente,D7,b,3,44.531200,33272,0,ok
patiencesort,1000000,ascendente,D7,b,1,163.533200,111152,57160,ok
patiencesort,1000000,ascendente,D7,b,2,160.140800,111156,57160,ok
patiencesort,1000000,ascendente,D7,b,3,165.079350,111400,57160,ok
sort,1000000,ascendente,D7,c,1,7.346100,33772,0,ok
sort,1000000,ascendente,D7,c,2,7.413450,33772,0,ok
sort,1000000,ascendente,D7,c,3,7.058900,33772,0,ok
mergesort,1000000,ascendente,D7,c,1,1.951350,33264,3906,ok
mergesort,1000000,ascendente,D7,c,2,1.943600,33264,3906,ok
mergesort,1000000,ascendente,D7,c,3,1.970000,33264,3906,ok
quicksort,1000000,ascendente,D7,c,1,39.508950,33776,0,ok
quicksort,1000000,ascendente,D7,c,2,38.111250,33776,0,ok
quicksort,1000000,ascendente,D7,c,3,37.748100,33776,0,ok
patiencesort,1000000,ascendente,D7,c,1,138.940750,110952,57160,ok
patiencesort,1000000,ascendente,D7,c,2,137.980550,110976,57160,ok
patiencesort,1000000,ascendente,D7,c,3,138.759650,111236,57160,ok
sort,1000000,descendente,D1,a,1,5.831150,12740,0,ok
sort,1000000,descendente,D1,a,2,5.662950,13212,0,ok
sort,1000000,descendente,D1,a,3,5.658400,13212,0,ok
mergesort,1000000,descendente,D1,a,1,4.767800,16664,3906,ok
mergesort,1000000,descendente,D1,a,2,4.648700,17172,3906,ok
mergesort,1000000,descendente,D1,a,3,4.497100,17172,3906,ok
quicksort,1000000,descendente,D1,a,1,2.081000,12760,0,ok
quicksort,1000000,descendente,D1,a,2,2.378400,13244,0,ok
quicksort,1000000,descendente,D1,a,3,1.826850,13244,0,ok
patiencesort,1000000,descendente,D1,a,1,4.811900,20868,6144,ok
patiencesort,1000000,descendente,D1,a,2,4.814200,20868,6144,ok
patiencesort,1000000,descendente,D1,a,3,4.885150,20868,6144,ok
sort,1000000,descendente,D1,b,1,5.517500,12700,0,ok
sort,1000000,descendente,D1,b,2,5.469650,13240,0,ok
sort,1000000,descendente,D1,b,3,5.549900,13240,0,ok
mergesort,1000000,descendente,D1,b,1,4.531150,16668,3906,ok
mergesort,1000000,descendente,D1,b,2,4.583600,17128,3906,ok
mergesort,1000000,descendente,D1,b,3,4.707050,17128,3906,ok
quicksort,1000000,descendente,D1,b,1,2.077250,14736,0,ok
quicksort,1000000,descendente,D1,b,2,2.748600,14736,0,ok
quicksort,1000000,descendente,D1,b,3,1.903500,14736,0,ok
patiencesort,1000000,descendente,D1,b,1,5.093950,20864,6144,ok
patiencesort,1000000,descendente,D1,b,2,5.192500,20864,6144,ok
patiencesort,1000000,descendente,D1,b,3,5.886250,20864,6144,ok
sort,1000000,descendente,D1,c,1,6.024550,12744,0,ok
sort,1000000,descendente,D1,c,2,6.030300,13220,0,ok
sort,1000000,descendente,D1,c,3,5.968900,13224,0,ok
mergesort,1000000,descendente,D1,c,1,4.905600,16668,3906,ok
mergesort,1000000,descendente,D1,c,2,4.867900,17168,3906,ok
mergesort,1000000,descendente,D1,c,3,4.719050,17172,3906,ok
quicksort,1000000,descendente,D1,c,1,2.225400,12712,0,ok
quicksort,1000000,descendente,D1,c,2,2.754400,13200,0,ok
quicksort,1000000,descendente,D1,c,3,1.990200,13228,0,ok
patiencesort,1000000,descendente,D1,c,1,5.167300,20840,6144,ok
patiencesort,1000000,descendente,D1,c,2,5.144450,20840,6144,ok
patiencesort,1000000,descendente,D1,c,3,5.160900,20840,6144,ok
sort,1000000,descendente,D7,a,1,5.333900,33292,0,ok
sort,1000000,descendente,D7,a,2,5.425200,33292,0,ok
sort,1000000,descendente,D7,a,3,5.323250,33292,0,ok
mergesort,1000000,descendente,D7,a,1,14.556150,33260,3906,ok
mergesort,1000000,descendente,D7,a,2,15.054250,33260,3906,ok
mergesort,1000000,descendente,D7,a,3,15.949400,33260,3906,ok
quicksort,1000000,descendente,D7,a,1,43.314700,33268,0,ok
quicksort,1000000,descendente,D7,a,2,41.570650,33268,0,ok
quicksort,1000000,descendente,D7,a,3,42.428400,33268,0,ok
patiencesort,1000000,descendente,D7,a,1,5.647000,33260,6144,ok
patiencesort,1000000,descendente,D7,a,2,5.581550,33260,6144,ok
patiencesort,1000000,descendente,D7,a,3,5.748900,33260,6144,ok
sort,1000000,descendente,D7,b,1,5.681700,33272,0,ok
sort,1000000,descendente,D7,b,2,5.724450,33272,0,ok
sort,1000000,descendente,D7,b,3,5.733750,33272,0,ok
mergesort,1000000,descendente,D7,b,1,16.140600,33292,3906,ok
mergesort,1000000,descendente,D7,b,2,15.590300,33292,3906,ok
mergesort,1000000,descendente,D7,b,3,15.757700,33292,3906,ok
quicksort,1000000,descendente,D7,b,1,42.905700,33256,0,ok
quicksort,1000000,descendente,D7,b,2,41.250300,33256,0,ok
quicksort,1000000,descendente,D7,b,3,40.866450,33256,0,ok
patiencesort,1000000,descendente,D7,b,1,5.472100,33296,6144,ok
patiencesort,1000000,descendente,D7,b,2,5.266650,33296,6144,ok
patiencesort,1000000,descendente,D7,b,3,5.281200,33296,6144,ok
sort,1000000,descendente,D7,c,1,5.594100,33264,0,ok
sort,1000000,descendente,D7,c,2,5.454500,33264,0,ok
sort,1000000,descendente,D7,c,3,5.299100,33264,0,ok
mergesort,1000000,descendente,D7,c,1,14.719850,33272,3906,ok
mergesort,1000000,descendente,D7,c,2,14.706500,33272,3906,ok
mergesort,1000000,descendente,D7,c,3,14.802100,33272,3906,ok
quicksort,1000000,descendente,D7,c,1,40.956000,33308,0,ok
quicksort,1000000,descendente,D7,c,2,43.141550,33308,0,ok
quicksort,1000000,descendente,D7,c,3,41.451100,33308,0,ok
patiencesort,1000000,descendente,D7,c,1,5.559800,33272,6144,ok
patiencesort,1000000,descendente,D7,c,2,5.535700,33272,6144,ok
patiencesort,1000000,descendente,D7,c,3,5.623250,33272,6144,ok
sort,10000000,aleatorio,D1,a,1,205.330600,81232,0,ok
sort,10000000,aleatorio,D1,a,2,190.869900,81232,0,ok
sort,10000000,aleatorio,D1,a,3,180.665600,81232,0,ok
mergesort,10000000,aleatorio,D1,a,1,318.011000,118440,39062,ok
mergesort,10000000,aleatorio,D1,a,2,293.845400,118896,39062,ok
mergesort,10000000,aleatorio,D1,a,3,303.299800,118916,39062,ok
quicksort,10000000,aleatorio,D1,a,1,113.686600,79360,0,ok
quicksort,10000000,aleatorio,D1,a,2,119.908100,79820,0,ok
quicksort,10000000,aleatorio,D1,a,3,115.875600,79820,0,ok
patiencesort,10000000,aleatorio,D1,a,1,252.198200,124192,43008,ok
patiencesort,10000000,aleatorio,D1,a,2,268.694500,124192,43008,ok
