algoritmo,n,tipo,dominio,muestra,repeticion,tiempo_ms,memoria_pico_kb,memoria_algoritmo_kb,estado
patiencesort,10000000,aleatorio,D1,a,3,275.166400,124192,43008,ok
sort,10000000,aleatorio,D1,b,1,208.467800,81236,0,ok
sort,10000000,aleatorio,D1,b,2,197.823500,81236,0,ok
sort,10000000,aleatorio,D1,b,3,191.523700,81236,0,ok
mergesort,10000000,aleatorio,D1,b,1,336.862100,118380,39062,ok
mergesort,10000000,aleatorio,D1,b,2,320.261300,118904,39062,ok
mergesort,10000000,aleatorio,D1,b,3,311.075300,118908,39062,ok
quicksort,10000000,aleatorio,D1,b,1,128.650500,79260,0,ok
quicksort,10000000,aleatorio,D1,b,2,117.924500,79772,0,ok
quicksort,10000000,aleatorio,D1,b,3,115.625400,79772,0,ok
patiencesort,10000000,aleatorio,D1,b,1,243.390200,124968,43008,ok
patiencesort,10000000,aleatorio,D1,b,2,252.757000,124968,43008,ok
patiencesort,10000000,aleatorio,D1,b,3,260.756500,124968,43008,ok
sort,10000000,aleatorio,D1,c,1,231.849300,79312,0,ok
sort,10000000,aleatorio,D1,c,2,232.222400,79792,0,ok
sort,10000000,aleatorio,D1,c,3,211.985500,79796,0,ok
mergesort,10000000,aleatorio,D1,c,1,300.440300,120404,39062,ok
mergesort,10000000,aleatorio,D1,c,2,290.557300,120404,39062,ok
mergesort,10000000,aleatorio,D1,c,3,284.619800,120404,39062,ok
quicksort,10000000,aleatorio,D1,c,1,121.391900,81232,0,ok
quicksort,10000000,aleatorio,D1,c,2,104.654600,81232,0,ok
quicksort,10000000,aleatorio,D1,c,3,108.381000,81232,0,ok
patiencesort,10000000,aleatorio,D1,c,1,222.363400,122424,43008,ok
patiencesort,10000000,aleatorio,D1,c,2,237.030800,123472,43008,ok
patiencesort,10000000,aleatorio,D1,c,3,229.325800,123472,43008,ok
sort,10000000,aleatorio,D7,a,1,667.529900,280464,0,ok
sort,10000000,aleatorio,D7,a,2,685.448500,280464,0,ok
sort,10000000,aleatorio,D7,a,3,739.223700,280464,0,ok
mergesort,10000000,aleatorio,D7,a,1,806.650900,280456,39062,ok
mergesort,10000000,aleatorio,D7,a,2,861.762100,280456,39062,ok
mergesort,10000000,aleatorio,D7,a,3,831.287900,280456,39062,ok
quicksort,10000000,aleatorio,D7,a,1,798.065700,279936,0,ok
quicksort,10000000,aleatorio,D7,a,2,979.339100,279936,0,ok
quicksort,10000000,aleatorio,D7,a,3,1096.595900,279936,0,ok
patiencesort,10000000,aleatorio,D7,a,1,1493.418400,280412,61351,ok
patiencesort,10000000,aleatorio,D7,a,2,1520.570100,280412,61351,ok
patiencesort,10000000,aleatorio,D7,a,3,1769.444800,280412,61351,ok
sort,10000000,aleatorio,D7,b,1,754.214600,280456,0,ok
sort,10000000,aleatorio,D7,b,2,728.104000,280456,0,ok
sort,10000000,aleatorio,D7,b,3,721.384200,280456,0,ok
mergesort,10000000,aleatorio,D7,b,1,805.414000,279968,39062,ok
mergesort,10000000,aleatorio,D7,b,2,859.406300,279968,39062,ok
mergesort,10000000,aleatorio,D7,b,3,848.804900,279968,39062,ok
quicksort,10000000,aleatorio,D7,b,1,833.183200,279916,0,ok
quicksort,10000000,aleatorio,D7,b,2,885.430200,279916,0,ok
quicksort,10000000,aleatorio,D7,b,3,869.186400,279916,0,ok
patiencesort,10000000,aleatorio,D7,b,1,1414.657000,280460,61605,ok
patiencesort,10000000,aleatorio,D7,b,2,1363.927500,280460,61605,ok
patiencesort,10000000,aleatorio,D7,b,3,1361.333700,280460,61605,ok
sort,10000000,aleatorio,D7,c,1,714.746600,280000,0,ok
sort,10000000,aleatorio,D7,c,2,746.124200,280000,0,ok
sort,10000000,aleatorio,D7,c,3,693.431400,280000,0,ok
mergesort,10000000,aleatorio,D7,c,1,833.092000,279956,39062,ok
mergesort,10000000,aleatorio,D7,c,2,790.748000,279956,39062,ok
mergesort,10000000,aleatorio,D7,c,3,786.292400,279956,39062,ok
quicksort,10000000,aleatorio,D7,c,1,814.462700,279936,0,ok
quicksort,10000000,aleatorio,D7,c,2,880.956300,279936,0,ok
quicksort,10000000,aleatorio,D7,c,3,881.945600,279936,0,ok
patiencesort,10000000,aleatorio,D7,c,1,1370.561500,280428,61572,ok
patiencesort,10000000,aleatorio,D7,c,2,1374.540100,280428,61572,ok
patiencesort,10000000,aleatorio,D7,c,3,1414.376800,280428,61572,ok
sort,10000000,ascendente,D1,a,1,63.046500,79296,0,ok
sort,10000000,ascendente,D1,a,2,63.682900,79764,0,ok
sort,10000000,ascendente,D1,a,3,66.188900,79764,0,ok
mergesort,10000000,ascendente,D1,a,1,18.001900,118436,39062,ok
mergesort,10000000,ascendente,D1,a,2,18.643400,118892,39062,ok
mergesort,10000000,ascendente,D1,a,3,18.087900,118892,39062,ok
quicksort,10000000,ascendente,D1,a,1,27.554900,79304,0,ok
quicksort,10000000,ascendente,D1,a,2,32.289900,79772,0,ok
quicksort,10000000,ascendente,D1,a,3,37.387700,79788,0,ok
patiencesort,10000000,ascendente,D1,a,1,110.302900,123884,43008,ok
patiencesort,10000000,ascendente,D1,a,2,112.643900,124360,43008,ok
patiencesort,10000000,ascendente,D1,a,3,116.398500,124360,43008,ok
sort,10000000,ascendente,D1,b,1,75.107600,81264,0,ok
sort,10000000,ascendente,D1,b,2,74.918000,81264,0,ok
sort,10000000,ascendente,D1,b,3,72.801600,81264,0,ok
mergesort,10000000,ascendente,D1,b,1,19.132100,118440,39062,ok
mergesort,10000000,ascendente,D1,b,2,18.668500,118872,39062,ok
mergesort,10000000,ascendente,D1,b,3,19.018400,118872,39062,ok
quicksort,10000000,ascendente,D1,b,1,28.252600,79292,0,ok
quicksort,10000000,ascendente,D1,b,2,34.842500,79776,0,ok
quicksort,10000000,ascendente,D1,b,3,39.496700,79776,0,ok
patiencesort,10000000,ascendente,D1,b,1,116.177300,124384,43008,ok
patiencesort,10000000,ascendente,D1,b,2,114.684500,124384,43008,ok
patiencesort,10000000,ascendente,D1,b,3,111.300600,124384,43008,ok
sort,10000000,ascendente,D1,c,1,67.915300,81256,0,ok
sort,10000000,ascendente,D1,c,2,68.959100,81256,0,ok
sort,10000000,ascendente,D1,c,3,68.140200,81256,0,ok
mergesort,10000000,ascendente,D1,c,1,19.227600,118428,39062,ok
mergesort,10000000,ascendente,D1,c,2,18.427900,118872,39062,ok
mergesort,10000000,ascendente,D1,c,3,18.495300,118872,39062,ok
quicksort,10000000,ascendente,D1,c,1,27.847700,79292,0,ok
quicksort,10000000,ascendente,D1,c,2,32.932400,79736,0,ok
quicksort,10000000,ascendente,D1,c,3,37.867200,79736,0,ok
patiencesort,10000000,ascendente,D1,c,1,111.035500,123904,43008,ok
patiencesort,10000000,ascendente,D1,c,2,110.511700,124360,43008,ok
patiencesort,10000000,ascendente,D1,c,3,112.365400,124372,43008,ok
sort,10000000,ascendente,D7,a,1,99.425500,279908,0,ok
sort,10000000,ascendente,D7,a,2,98.811300,279908,0,ok
sort,10000000,ascendente,D7,a,3,100.068600,279908,0,ok
mergesort,10000000,ascendente,D7,a,1,19.315500,280440,39062,ok
mergesort,10000000,ascendente,D7,a,2,19.408400,280440,39062,ok
mergesort,10000000,ascendente,D7,a,3,18.866000,280440,39062,ok
quicksort,10000000,ascendente,D7,a,1,395.436900,279984,0,ok
quicksort,10000000,ascendente,D7,a,2,390.801500,279984,0,ok
quicksort,10000000,ascendente,D7,a,3,393.019400,279984,0,ok
patiencesort,10000000,ascendente,D7,a,1,1615.448900,851780,467838,ok
patiencesort,10000000,ascendente,D7,a,2,1590.688900,852280,467838,ok
patiencesort,10000000,ascendente,D7,a,3,1600.022000,852872,467838,ok
sort,10000000,ascendente,D7,b,1,104.244800,279964,0,ok
sort,10000000,ascendente,D7,b,2,99.922900,279964,0,ok
sort,10000000,ascendente,D7,b,3,97.505400,279964,0,ok
mergesort,10000000,ascendente,D7,b,1,18.308000,279932,39062,ok
mergesort,10000000,ascendente,D7,b,2,17.740900,279932,39062,ok
mergesort,10000000,ascendente,D7,b,3,17.731800,279932,39062,ok
quicksort,10000000,ascendente,D7,b,1,368.009600,280456,0,ok
quicksort,10000000,ascendente,D7,b,2,377.027000,280456,0,ok
quicksort,10000000,ascendente,D7,b,3,393.077200,280456,0,ok
patiencesort,10000000,ascendente,D7,b,1,1901.779200,852744,467837,ok
patiencesort,10000000,ascendente,D7,b,2,2112.504500,853136,467837,ok
patiencesort,10000000,ascendente,D7,b,3,1719.707800,853672,467837,ok
sort,10000000,ascendente,D7,c,1,105.609800,279988,0,ok
sort,10000000,ascendente,D7,c,2,105.703800,279988,0,ok
sort,10000000,ascendente,D7,c,3,106.245100,279988,0,ok
mergesort,10000000,ascendente,D7,c,1,19.760900,279928,39062,ok
mergesort,10000000,ascendente,D7,c,2,19.490400,279928,39062,ok
mergesort,10000000,ascendente,D7,c,3,19.356400,279928,39062,ok
quicksort,10000000,ascendente,D7,c,1,387.185200,279984,0,ok
quicksort,10000000,ascendente,D7,c,2,390.704600,279984,0,ok
quicksort,10000000,ascendente,D7,c,3,413.718000,279984,0,ok
patiencesort,10000000,ascendente,D7,c,1,1546.143400,851436,467841,ok
patiencesort,10000000,ascendente,D7,c,2,1576.359300,851820,467841,ok
patiencesort,10000000,ascendente,D7,c,3,1577.059100,852296,467841,ok
sort,10000000,descendente,D1,a,1,80.808500,79280,0,ok
sort,10000000,descendente,D1,a,2,81.595500,79744,0,ok
sort,10000000,descendente,D1,a,3,77.956200,79744,0,ok
mergesort,10000000,descendente,D1,a,1,55.954900,118416,39062,ok
mergesort,10000000,descendente,D1,a,2,53.993400,118932,39062,ok
mergesort,10000000,descendente,D1,a,3,55.339300,118932,39062,ok
quicksort,10000000,descendente,D1,a,1,23.779500,81260,0,ok
quicksort,10000000,descendente,D1,a,2,25.360800,81260,0,ok
quicksort,10000000,descendente,D1,a,3,24.825900,81260,0,ok
patiencesort,10000000,descendente,D1,a,1,59.608700,179740,98304,ok
patiencesort,10000000,descendente,D1,a,2,60.484200,179740,98304,ok
patiencesort,10000000,descendente,D1,a,3,59.896700,179740,98304,ok
sort,10000000,descendente,D1,b,1,75.954100,79300,0,ok
sort,10000000,descendente,D1,b,2,74.336900,79732,0,ok
sort,10000000,descendente,D1,b,3,75.256000,79768,0,ok
mergesort,10000000,descendente,D1,b,1,55.078100,118420,39062,ok
mergesort,10000000,descendente,D1,b,2,55.372000,118892,39062,ok
mergesort,10000000,descendente,D1,b,3,58.240800,118904,39062,ok
quicksort,10000000,descendente,D1,b,1,33.894400,79292,0,ok
quicksort,10000000,descendente,D1,b,2,38.192900,79764,0,ok
quicksort,10000000,descendente,D1,b,3,32.776300,79764,0,ok
patiencesort,10000000,descendente,D1,b,1,61.270200,179296,98304,ok
patiencesort,10000000,descendente,D1,b,2,61.858900,179740,98304,ok
patiencesort,10000000,descendente,D1,b,3,61.511400,179776,98304,ok
sort,10000000,descendente,D1,c,1,76.464400,81244,0,ok
sort,10000000,descendente,D1,c,2,73.966300,81244,0,ok
sort,10000000,descendente,D1,c,3,75.082500,81244,0,ok
mergesort,10000000,descendente,D1,c,1,54.247900,118432,39062,ok
mergesort,10000000,descendente,D1,c,2,53.270400,118900,39062,ok
mergesort,10000000,descendente,D1,c,3,54.300700,118900,39062,ok
quicksort,10000000,descendente,D1,c,1,23.113300,79284,0,ok
quicksort,10000000,descendente,D1,c,2,25.349800,79792,0,ok
quicksort,10000000,descendente,D1,c,3,30.121900,79792,0,ok
patiencesort,10000000,descendente,D1,c,1,59.171200,179744,98304,ok
patiencesort,10000000,descendente,D1,c,2,60.042100,179744,98304,ok
patiencesort,10000000,descendente,D1,c,3,59.969300,179744,98304,ok
sort,10000000,descendente,D7,a,1,94.825500,279960,0,ok
sort,10000000,descendente,D7,a,2,92.043500,279960,0,ok
sort,10000000,descendente,D7,a,3,94.363700,279960,0,ok
mergesort,10000000,descendente,D7,a,1,170.008000,280456,39062,ok
mergesort,10000000,descendente,D7,a,2,169.802900,280456,39062,ok
mergesort,10000000,descendente,D7,a,3,169.746100,280456,39062,ok
quicksort,10000000,descendente,D7,a,1,375.686900,280448,0,ok
quicksort,10000000,descendente,D7,a,2,387.392500,280448,0,ok
quicksort,10000000,descendente,D7,a,3,382.768300,280448,0,ok
patiencesort,10000000,descendente,D7,a,1,52.377100,294996,98304,ok
patiencesort,10000000,descendente,D7,a,2,51.970000,294996,98304,ok
patiencesort,10000000,descendente,D7,a,3,51.538300,294996,98304,ok
sort,10000000,descendente,D7,b,1,93.739000,280456,0,ok
sort,10000000,descendente,D7,b,2,95.153100,280456,0,ok
sort,10000000,descendente,D7,b,3,97.404400,280456,0,ok
mergesort,10000000,descendente,D7,b,1,193.939400,279980,39062,ok
mergesort,10000000,descendente,D7,b,2,174.328600,279980,39062,ok
mergesort,10000000,descendente,D7,b,3,173.469300,279980,39062,ok
quicksort,10000000,descendente,D7,b,1,373.771400,279932,0,ok
quicksort,10000000,descendente,D7,b,2,375.696300,279932,0,ok
quicksort,10000000,descendente,D7,b,3,410.944500,279932,0,ok
patiencesort,10000000,descendente,D7,b,1,52.356900,294540,98304,ok
patiencesort,10000000,descendente,D7,b,2,54.191300,294980,98304,ok
patiencesort,10000000,descendente,D7,b,3,55.170100,295000,98304,ok
sort,10000000,descendente,D7,c,1,93.561800,279952,0,ok
sort,10000000,descendente,D7,c,2,96.993700,279952,0,ok
sort,10000000,descendente,D7,c,3,97.448500,279952,0,ok
mergesort,10000000,descendente,D7,c,1,186.988900,279928,39062,ok
mergesort,10000000,descendente,D7,c,2,180.306500,279928,39062,ok
mergesort,10000000,descendente,D7,c,3,182.772700,279928,39062,ok
quicksort,10000000,descendente,D7,c,1,404.244400,279948,0,ok
quicksort,10000000,descendente,D7,c,2,409.058600,279948,0,ok
quicksort,10000000,descendente,D7,c,3,418.058900,279948,0,ok
patiencesort,10000000,descendente,D7,c,1,77.851400,294512,98304,ok
patiencesort,10000000,descendente,D7,c,2,72.992900,295024,98304,ok
patiencesort,10000000,descendente,D7,c,3,72.018300,295024,98304,ok
